parsed_time,actual_time,delta_time,v0_parsed,v0_actual,c0_parsed,c0_actual,t0_parsed,t0_actual,v1_parsed,v1_actual,c1_parsed,c1_actual,t1_parsed,t1_actual,v2_parsed,v2_actual,c2_parsed,c2_actual,t2_parsed,t2_actual
21888.0,21888.504435616,0.5044356159996823,4.0,3.9968,-44.71875,-44.7225,28.0625,28.0625,4.01953125,4.0192000000000005,-44.53125,-44.5325,28.375,28.375,3.96875,3.9696,-45.25,-45.25,31.0625,31.0625
21888.0,21888.504435616,0.5044356159996823,3.998046875,3.9968,-44.71875,-44.7225,28.0625,28.0625,4.01953125,4.0192000000000005,-44.53125,-44.5325,28.375,28.375,3.970703125,3.9696,-45.28125,-45.25,31.0625,31.0625
21888.0,21888.504435616,0.5044356159996823,4.0,3.9968,-44.71875,-44.7225,28.0625,28.0625,4.01953125,4.0192000000000005,-44.53125,-44.5325,28.375,28.375,3.96875,3.9696,-45.25,-45.25,31.0625,31.0625
21888.0,21888.504435616,0.5044356159996823,4.0,3.9968,-44.71875,-44.7225,28.125,28.0625,4.01953125,4.0192000000000005,-44.53125,-44.5325,28.4375,28.375,3.97265625,3.9696,-45.25,-45.25,31.0625,31.0625
21888.0,21888.504435616,0.5044356159996823,3.998046875,3.9968,-44.71875,-44.7225,28.0,28.0625,4.01953125,4.0192000000000005,-44.53125,-44.5325,28.375,28.375,3.970703125,3.9696,-45.25,-45.25,31.0625,31.0625
21888.0,21888.504435616,0.5044356159996823,4.0,3.9968,-44.71875,-44.7225,28.125,28.0625,4.01953125,4.0192000000000005,-44.53125,-44.5325,28.375,28.375,3.97265625,3.9696,-45.25,-45.25,31.0625,31.0625
21888.0,21888.504435616,0.5044356159996823,3.998046875,3.9968,-44.71875,-44.7225,28.125,28.0625,4.01953125,4.0192000000000005,-44.53125,-44.5325,28.4375,28.375,3.97265625,3.9696,-45.25,-45.25,31.0625,31.0625
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.125,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.375,28.4375,3.97265625,3.9728,-45.25,-45.25,31.0625,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.0625,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.4375,28.4375,3.970703125,3.9728,-45.25,-45.25,31.125,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.125,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.375,28.4375,3.970703125,3.9728,-45.25,-45.25,31.0625,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.0625,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.375,28.4375,3.97265625,3.9728,-45.25,-45.25,31.0625,31.0
21904.0,21903.669957693,0.3300423069995304,4.00390625,4.001600000000001,-44.71875,-44.7225,28.125,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.375,28.4375,3.97265625,3.9728,-45.25,-45.25,31.0625,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.5,28.4375,3.97265625,3.9728,-45.25,-45.25,31.1875,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.125,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.4375,28.4375,3.970703125,3.9728,-45.25,-45.25,31.125,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.125,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.4375,28.4375,3.97265625,3.9728,-45.25,-45.25,31.0,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.5,28.4375,3.974609375,3.9728,-45.25,-45.25,31.125,31.0
21904.0,21903.669957693,0.3300423069995304,4.00390625,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.0234375,4.0192000000000005,-44.53125,-44.535,28.4375,28.4375,3.974609375,3.9728,-45.25,-45.25,31.1875,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.4375,28.4375,3.97265625,3.9728,-45.25,-45.25,31.125,31.0
21904.0,21903.669957693,0.3300423069995304,4.00390625,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.0234375,4.0192000000000005,-44.53125,-44.535,28.4375,28.4375,3.974609375,3.9728,-45.25,-45.25,31.0625,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.0234375,4.0192000000000005,-44.53125,-44.535,28.5,28.4375,3.974609375,3.9728,-45.25,-45.25,31.1875,31.0
21904.0,21903.669957693,0.3300423069995304,4.00390625,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.0234375,4.0192000000000005,-44.53125,-44.535,28.5,28.4375,3.9765625,3.9728,-45.25,-45.25,31.125,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.25,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.4375,28.4375,3.97265625,3.9728,-45.25,-45.25,31.125,31.0
21904.0,21903.669957693,0.3300423069995304,4.0,4.001600000000001,-44.71875,-44.7225,28.1875,28.125,4.01953125,4.0192000000000005,-44.53125,-44.535,28.5,28.4375,3.9765625,3.9728,-45.25,-45.25,31.25,31.0
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.25,28.3125,4.01953125,4.0224,-44.53125,-44.535,28.5,28.5625,3.9765625,3.9776,-45.25,-45.26,31.1875,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.25,28.3125,4.01953125,4.0224,-44.53125,-44.535,28.5,28.5625,3.978515625,3.9776,-45.25,-45.26,31.1875,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.25,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.9765625,3.9776,-45.25,-45.26,31.1875,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.25,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.1875,31.1875
21920.0,21919.851194623,0.1488053770008264,4.0,4.0048,-44.71875,-44.7225,28.25,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.974609375,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.25,28.3125,4.01953125,4.0224,-44.53125,-44.535,28.5625,28.5625,3.9765625,3.9776,-45.25,-45.26,31.1875,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.1875,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.9765625,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.625,28.5625,3.9765625,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.625,28.5625,3.9765625,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.0078125,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.3125,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.25,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.5625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.00390625,4.0048,-44.71875,-44.7225,28.3125,28.3125,4.0234375,4.0224,-44.53125,-44.535,28.625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.25,31.1875
21920.0,21919.851194623,0.1488053770008264,4.0078125,4.0048,-44.71875,-44.7225,28.375,28.3125,4.02734375,4.0224,-44.53125,-44.535,28.625,28.5625,3.978515625,3.9776,-45.25,-45.26,31.3125,31.1875
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.3125,28.375,4.0234375,4.024,-44.53125,-44.5275,28.625,28.6875,3.978515625,3.9792,-45.25,-45.25,31.3125,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.375,28.375,4.0234375,4.024,-44.53125,-44.5275,28.625,28.6875,3.978515625,3.9792,-45.25,-45.25,31.3125,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.375,28.375,4.0234375,4.024,-44.53125,-44.5275,28.6875,28.6875,3.978515625,3.9792,-45.25,-45.25,31.3125,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.375,28.375,4.02734375,4.024,-44.53125,-44.5275,28.625,28.6875,3.978515625,3.9792,-45.25,-45.25,31.3125,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.3125,28.375,4.0234375,4.024,-44.53125,-44.5275,28.625,28.6875,3.978515625,3.9792,-45.25,-45.25,31.3125,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.375,28.375,4.0234375,4.024,-44.53125,-44.5275,28.6875,28.6875,3.978515625,3.9792,-45.25,-45.25,31.25,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.375,28.375,4.02734375,4.024,-44.53125,-44.5275,28.6875,28.6875,3.978515625,3.9792,-45.25,-45.25,31.25,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.375,28.375,4.0234375,4.024,-44.53125,-44.5275,28.6875,28.6875,3.978515625,3.9792,-45.25,-45.25,31.3125,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.4375,28.375,4.02734375,4.024,-44.53125,-44.5275,28.6875,28.6875,3.978515625,3.9792,-45.25,-45.25,31.375,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.4375,28.375,4.0234375,4.024,-44.53125,-44.5275,28.75,28.6875,3.978515625,3.9792,-45.25,-45.25,31.375,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.4375,28.375,4.0234375,4.024,-44.53125,-44.5275,28.75,28.6875,3.98046875,3.9792,-45.25,-45.25,31.375,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.4375,28.375,4.02734375,4.024,-44.53125,-44.5275,28.75,28.6875,3.98046875,3.9792,-45.25,-45.25,31.375,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.375,28.375,4.02734375,4.024,-44.53125,-44.5275,28.75,28.6875,3.978515625,3.9792,-45.25,-45.25,31.4375,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.4375,28.375,4.02734375,4.024,-44.53125,-44.5275,28.75,28.6875,3.978515625,3.9792,-45.25,-45.25,31.375,31.3125
21936.0,21936.028985385,0.028985385000851238,4.0078125,4.006399999999999,-44.71875,-44.725,28.4375,28.375,4.02734375,4.024,-44.53125,-44.5275,28.75,28.6875,3.98046875,3.9792,-45.25,-45.25,31.4375,31.3125
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.375,28.5,4.02734375,4.0288,-44.53125,-44.525,28.75,28.75,3.98046875,3.984,-45.25,-45.25,31.4375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.4375,28.5,4.02734375,4.0288,-44.53125,-44.525,28.8125,28.75,3.98046875,3.984,-45.25,-45.25,31.4375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.4375,28.5,4.02734375,4.0288,-44.53125,-44.525,28.75,28.75,3.98046875,3.984,-45.25,-45.25,31.375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.8125,28.75,3.98046875,3.984,-45.25,-45.25,31.375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.8125,28.75,3.984375,3.984,-45.25,-45.25,31.375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.9375,28.75,3.982421875,3.984,-45.25,-45.25,31.375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.4375,28.5,4.02734375,4.0288,-44.53125,-44.525,28.8125,28.75,3.982421875,3.984,-45.25,-45.25,31.375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.01171875,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.8125,28.75,3.982421875,3.984,-45.25,-45.25,31.4375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.75,28.75,3.984375,3.984,-45.25,-45.25,31.4375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.75,28.75,3.982421875,3.984,-45.25,-45.25,31.4375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.8125,28.75,3.982421875,3.984,-45.25,-45.25,31.4375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.01171875,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.02734375,4.0288,-44.53125,-44.525,28.875,28.75,3.982421875,3.984,-45.25,-45.25,31.375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.01171875,4.009600000000001,-44.71875,-44.72,28.5,28.5,4.03125,4.0288,-44.53125,-44.525,28.875,28.75,3.98046875,3.984,-45.25,-45.25,31.4375,31.4375
21952.0,21952.19617163,0.1961716299992986,4.0078125,4.009600000000001,-44.71875,-44.72,28.3125,28.5,4.02734375,4.0288,-44.53125,-44.525,28.8125,28.75,3.982421875,3.984,-45.25,-45.25,31.4375,31.4375
21808.0,21807.645035484,0.35496451599829015,3.962890625,3.96,-44.71875,-44.71,27.0,26.875,3.982421875,3.9744,-44.53125,-44.545,27.375,27.25,3.9375,3.9312,-45.25,-45.2675,30.3125,30.3125
21808.0,21807.645035484,0.35496451599829015,3.966796875,3.96,-44.71875,-44.71,27.0,26.875,3.982421875,3.9744,-44.53125,-44.545,27.3125,27.25,3.9375,3.9312,-45.25,-45.2675,30.375,30.3125
21808.0,21807.645035484,0.35496451599829015,3.966796875,3.96,-44.71875,-44.71,27.0625,26.875,3.984375,3.9744,-44.5625,-44.545,27.4375,27.25,3.94140625,3.9312,-45.25,-45.2675,30.4375,30.3125
21808.0,21807.645035484,0.35496451599829015,3.966796875,3.96,-44.71875,-44.71,27.125,26.875,3.986328125,3.9744,-44.53125,-44.545,27.375,27.25,3.943359375,3.9312,-45.25,-45.2675,30.375,30.3125
21824.0,21823.831352741,0.16864725900086341,3.96875,3.9744,-44.71875,-44.7275,27.1875,27.3125,3.986328125,3.992,-44.53125,-44.5475,27.375,27.5,3.943359375,3.9456,-45.25,-45.26,30.375,30.4375
21824.0,21823.831352741,0.16864725900086341,3.96875,3.9744,-44.71875,-44.7275,27.125,27.3125,3.986328125,3.992,-44.53125,-44.5475,27.5,27.5,3.943359375,3.9456,-45.25,-45.26,30.375,30.4375
21824.0,21823.831352741,0.16864725900086341,3.970703125,3.9744,-44.71875,-44.7275,27.1875,27.3125,3.98828125,3.992,-44.53125,-44.5475,27.4375,27.5,3.943359375,3.9456,-45.25,-45.26,30.4375,30.4375
21824.0,21823.831352741,0.16864725900086341,3.96875,3.9744,-44.71875,-44.7275,27.125,27.3125,3.990234375,3.992,-44.53125,-44.5475,27.5,27.5,3.943359375,3.9456,-45.25,-45.26,30.375,30.4375
21952.0,21952.19617163,0.1961716299992986,4.01171875,4.009600000000001,-44.71875,-44.72,28.5625,28.5,4.02734375,4.0288,-44.53125,-44.525,28.875,28.75,3.984375,3.984,-45.25,-45.25,31.5,31.4375
21952.0,21952.19617163,0.1961716299992986,4.01171875,4.009600000000001,-44.71875,-44.72,28.5625,28.5,4.02734375,4.0288,-44.53125,-44.525,28.875,28.75,3.982421875,3.984,-45.25,-45.25,31.3125,31.4375
21968.0,21968.375955632,0.37595563200011384,4.0078125,4.0144,-44.71875,-44.7175,28.5,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.75,28.9375,3.984375,3.9856,-45.25,-45.2425,31.5,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.5625,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.8125,28.9375,3.984375,3.9856,-45.25,-45.2425,31.4375,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.5,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.8125,28.9375,3.984375,3.9856,-45.25,-45.2425,31.4375,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.5625,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.9375,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.4375,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.5625,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.875,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.4375,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.5625,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.875,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.5,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.5625,28.5625,4.03125,4.0304,-44.53125,-44.5275,28.9375,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.5,31.5625
21968.0,21968.375955632,0.37595563200011384,4.0078125,4.0144,-44.71875,-44.7175,28.625,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.875,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.5625,31.5625
21968.0,21968.375955632,0.37595563200011384,4.015625,4.0144,-44.71875,-44.7175,28.5625,28.5625,4.03125,4.0304,-44.53125,-44.5275,28.9375,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.5625,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.625,28.5625,4.02734375,4.0304,-44.53125,-44.5275,28.9375,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.5,31.5625
21968.0,21968.375955632,0.37595563200011384,4.01171875,4.0144,-44.71875,-44.7175,28.625,28.5625,4.03125,4.0304,-44.53125,-44.5275,28.9375,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.5,31.5625
21968.0,21968.375955632,0.37595563200011384,4.015625,4.0144,-44.71875,-44.7175,28.5625,28.5625,4.03125,4.0304,-44.53125,-44.5275,28.9375,28.9375,3.986328125,3.9856,-45.25,-45.2425,31.5625,31.5625
