Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2,Cyc0,Cyc1,Cyc2,Seq0,Seq1,Seq2,disval0,disval1,disval2,dislowval0,dislowval1,dislowval2,chgval0,chgval1,chgval2,chglowval0,chglowval1,chglowval2,estSOC0,estSOC1,estSOC2,estCAP0,estCAP1,estCAP2,estV0,estV1,estV2,heater_on?
2193.59887775,25.0,25.375,26.375,48.7,3.768,3.6816000000000004,3.7952,0.84,0.0,0.0,0.0,0,0,0,0,0,0,120,120,120,120,120,120,9,9,9,200,200,200,0,0,0,171.6138,171.6138,171.6138,0,0,0,False
2194.598881866,25.0625,25.375,26.375,49.1,3.648,3.5456,3.6640000000000006,0.84,33.51,34.0975,33.315,0,0,0,0,0,0,120.49999999999997,120.49999999999997,120.49999999999997,120,120,120,9,9,9,200,200,200,0,0,0,171.6138,171.6138,171.6138,0,0,0,False
2195.598889612,25.0625,25.375,26.375,49.1,3.6431999999999998,3.5311999999999997,3.6592000000000002,0.84,33.8525,34.6575,33.7175,0,0,0,0,0,0,121.49999999999991,121.49999999999991,121.49999999999991,120,120,120,9,9,9,200,200,200,0.0005018081701577536,0.0004472769963364643,0.0005102675354243956,171.6138,171.6138,171.6138,2.769947468308207,2.7629648769463637,2.7711454632182035,False
2196.598895526,25.0,25.375,26.3125,49.1,3.6368,3.5248000000000004,3.6544,0.84,34.4825,35.0525,34.1275,0,0,0,0,0,0,122.49999999999986,122.49999999999986,122.49999999999986,120,120,120,9,9,9,200,200,200,0.0011812468883513041,0.0010311281911075463,0.0012037792792516377,171.6138,171.6138,171.6138,2.8071159353770216,2.7836335111174533,2.810670950644965,False
2197.598908587,25.0,25.375,26.375,48.7,3.632,3.5184000000000006,3.6512,0.84,34.85,35.445,34.5775,0,0,0,0,0,0,123.4999999999998,123.4999999999998,123.4999999999998,120,120,120,9,9,9,200,200,200,0.0019518306431681822,0.0016963943070402389,0.0019901057317422053,171.6138,171.6138,171.6138,2.9567153560383193,2.916373602935031,2.9636442387440916,False
2198.59891389,25.0,25.375,26.375,49.6,3.632,3.5136000000000003,3.6496,0.84,35.185,35.9475,34.865,0,0,0,0,0,0,124.49999999999974,124.49999999999974,124.49999999999974,120,120,120,9,9,9,200,200,200,0.0026448355746041996,0.002293592508331722,0.0027010695502082765,171.6138,171.6138,171.6138,3.1034342834244857,3.045793810760149,3.113012086213092,False
2199.598921637,25.0,25.5,26.375,49.6,3.6272,3.5072,3.6431999999999998,0.84,36.21,36.355,35.28,0,0,0,0,0,0,125.49999999999969,125.49999999999969,125.49999999999969,120,120,120,9,9,9,200,200,200,0.0031950193046655765,0.002759286248120259,0.0032628638666404803,171.6138,171.6138,171.6138,3.2288013625443295,3.1551375258689003,3.240780391970493,False
2200.59892831,25.0,25.375,26.375,50.1,3.6240000000000006,3.5024,3.64,0.84,36.3975,36.6975,35.6225,0,0,0,0,0,0,126.49999999999963,126.49999999999963,126.49999999999963,120,120,120,9,9,9,200,200,200,0.003589221567497588,0.003081622710974969,0.0036604677142200942,171.6138,171.6138,171.6138,3.3246315023748387,3.2399741197004293,3.339622845010237,False
2201.598935724,25.0,25.375,26.375,49.1,3.6224000000000003,3.4976,3.6368,0.84,36.7575,37.215,36.0475,0,0,0,0,0,0,127.49999999999957,127.49999999999957,127.49999999999957,120,120,120,9,9,9,200,200,200,0.003842868832333003,0.003282884908423245,0.003921024912203328,171.6138,171.6138,171.6138,3.397542490957032,3.302204956622777,3.412624976594037,False
2202.598940731,25.0,25.375,26.375,50.1,3.6176,3.4928000000000003,3.6336000000000004,0.84,36.975,37.6925,36.5025,0,0,0,0,0,0,128.49999999999952,128.49999999999952,128.49999999999952,120,120,120,9,9,9,200,200,200,0.003993811756679192,0.0033902998338953974,0.0040748527183752945,171.6138,171.6138,171.6138,3.449428615523129,3.3455020761336804,3.4644495279512615,False
2203.59894872,25.0625,25.375,26.375,50.6,3.6128,3.4848000000000003,3.632,0.84,37.1075,38.0875,36.8875,0,0,0,0,0,0,129.49999999999946,129.49999999999946,129.49999999999946,120,120,120,9,9,9,200,200,200,0.004061006978506903,0.003426385521024495,0.004148729969100124,171.6138,171.6138,171.6138,3.485617375207331,3.3749706601465412,3.5003020080001486,False
2204.598958487,24.9375,25.375,26.4375,49.6,3.6128,3.4816000000000003,3.6256,0.84,37.6425,38.5875,37.2875,0,0,0,0,0,0,130.4999999999994,130.4999999999994,130.4999999999994,120,120,120,9,9,9,200,200,200,0.004067588263326319,0.003404640250355118,0.004166543768684286,171.6138,171.6138,171.6138,3.5099015028994387,3.393748495594862,3.5250664084461114,False
2205.598964476,25.0625,25.375,26.375,50.1,3.6096,3.4751999999999996,3.6256,0.84,38.0525,38.9625,37.7325,0,0,0,0,0,0,131.49999999999935,131.49999999999935,131.49999999999935,120,120,120,9,9,9,200,200,200,0.004041964719284499,0.0033506700287210048,0.004136307273107863,171.6138,171.6138,171.6138,3.5253611544444508,3.405121341171681,3.540766393131618,False
2206.598973966,25.0625,25.375,26.375,50.6,3.6064,3.472,3.6224000000000003,0.84,38.2375,39.45,38.07,0,0,0,0,0,0,132.4999999999993,132.4999999999993,132.4999999999993,120,120,120,9,9,9,200,200,200,0.0039852580458025495,0.003266800645007369,0.004083125842943499,171.6138,171.6138,171.6138,3.535656680354774,3.4116014414345113,3.5509194421134396,False
2207.598981122,25.0625,25.375,26.375,51.1,3.6048,3.4672,3.6207999999999996,0.84,38.6425,39.8425,38.5075,0,0,0,0,0,0,133.49999999999923,133.49999999999923,133.49999999999923,120,120,120,9,9,9,200,200,200,0.0039056050566651282,0.00316851631182609,0.004007142118476727,171.6138,171.6138,171.6138,3.542346963082536,3.414425404005419,3.557464872241096,False
2208.598993575,25.0,25.375,26.375,51.1,3.6016000000000004,3.4608,3.616,0.84,38.975,40.31,38.92,0,0,0,0,0,0,134.49999999999918,134.49999999999918,134.49999999999918,120,120,120,9,9,9,200,200,200,0.0038149705621216604,0.003055940235280717,0.003918896121580336,171.6138,171.6138,171.6138,3.5456976350368783,3.4151817066570334,3.5610007695489574,False
2209.598997843,25.0625,25.4375,26.375,50.1,3.5968,3.4576,3.6128,0.84,39.1975,40.76,39.315,0,0,0,0,0,0,135.49999999999912,135.49999999999912,135.49999999999912,120,120,120,9,9,9,200,200,200,0.0037122785742317093,0.0029311634816136384,0.0038156261919751384,171.6138,171.6138,171.6138,3.5472652601635186,3.413564153804607,3.5622107896606647,False
2210.59901087,25.0625,25.5,26.375,51.1,3.5951999999999997,3.4528000000000003,3.6096,0.84,40.3525,41.2525,39.855,0,0,0,0,0,0,136.49999999999906,136.49999999999906,136.49999999999906,120,120,120,9,9,9,200,200,200,0.0035977938619267927,0.002802912974669271,0.0037044864965716136,171.6138,171.6138,171.6138,3.5472273243608514,3.4110737548284247,3.561843456228284,False
2211.59901849,25.0625,25.6875,26.375,51.6,3.5936000000000003,3.4432,3.6064,0.84,40.6775,41.7,40.2625,0,0,0,0,0,0,137.499999999999,137.499999999999,137.499999999999,120,120,120,9,9,9,200,200,200,0.0034871512991567514,0.002669422605253431,0.0035886471304806635,171.6138,171.6138,171.6138,3.543768856562302,3.4077708365008106,3.560085892064587,False
2212.599032352,25.0625,25.5,26.375,52.1,3.5888,3.44,3.6048,0.84,41.1475,42.135,40.5625,0,0,0,0,0,0,138.49999999999895,138.49999999999895,138.49999999999895,120,120,120,9,9,9,200,200,200,0.0033691452058218965,0.0025227476177655376,0.003467760666712954,171.6138,171.6138,171.6138,3.542831770910838,3.402951399808397,3.558089044404991,False
2213.599036195,25.0625,25.4375,26.3125,51.1,3.5856,3.4352,3.6031999999999997,0.84,41.82,42.6175,40.9775,0,0,0,0,0,0,139.4999999999989,139.4999999999989,139.4999999999989,120,120,120,9,9,9,200,200,200,0.0032443721164117163,0.002378493081343156,0.0033459183653462175,171.6138,171.6138,171.6138,3.5405031666561273,3.3979308288111376,3.5562416593191077,False
2214.599043038,25.0625,25.375,26.375,51.1,3.5824000000000003,3.4288000000000003,3.5968,0.84,41.415,43.135,41.435,0,0,0,0,0,0,140.49999999999883,140.49999999999883,140.49999999999883,120,120,120,9,9,9,200,200,200,0.0031182966166347073,0.0022330704449159116,0.0032245102963297263,171.6138,171.6138,171.6138,3.537052647505134,3.392876958590171,3.5540658904646505,False
2215.599050251,25.0625,25.5,26.375,50.6,3.5807999999999995,3.4240000000000004,3.5968,0.84,42.7325,43.5125,41.915,0,0,0,0,0,0,141.49999999999878,141.49999999999878,141.49999999999878,120,120,120,9,9,9,200,200,200,0.0029829974474739783,0.0020835850249669003,0.003094137074341629,171.6138,171.6138,171.6138,3.5364597880041893,3.387321674881407,3.5507961890040627,False
2216.599057336,25.0625,25.5625,26.375,51.1,3.576,3.4224,3.5936000000000003,0.84,42.815,44.09,42.34,0,0,0,0,0,0,142.49999999999872,142.49999999999872,142.49999999999872,120,120,120,9,9,9,200,200,200,0.00286059902560169,0.001932892487828495,0.002969185781243139,171.6138,171.6138,171.6138,3.530762402258192,3.3820833847499205,3.547730489022289,False
2217.599067976,25.0625,25.375,26.375,52.1,3.5728,3.4144,3.592,0.84,42.9875,44.48,42.7675,0,0,0,0,0,0,143.49999999999866,143.39999999999867,143.49999999999866,120,120,120,9,9,9,200,200,200,0.0027248730934293568,0.0017891640808133469,0.0028412701630021494,171.6138,171.6138,171.6138,3.5286765322143205,3.37700848749305,3.544944735392539,False
2218.599080079,25.0625,25.4375,26.375,52.1,3.568,3.4095999999999997,3.5872,0.84,43.3975,44.565,43.155,0,0,0,0,0,0,144.4999999999986,143.69999999999865,144.4999999999986,120,120,120,9,9,9,200,200,200,0.002588674207250663,0.001635564923141537,0.002714360368122477,171.6138,171.6138,171.6138,3.525815263119005,3.371999315286481,3.542240167746023,False
2219.59909146,25.0625,25.5625,26.375,51.6,3.5696,3.4063999999999997,3.5856,0.84,44.145,44.6,43.66,0,0,0,0,0,0,145.39999999999856,143.69999999999865,145.49999999999855,120,120,120,9,9,9,200,200,200,0.00245037834643245,0.0014798058609882092,0.002581573964584583,171.6138,171.6138,171.6138,3.5218004217359145,3.3674678666135,3.539178770616667,False
2220.599101361,25.0625,25.4375,26.375,52.5,3.5664,3.4048000000000003,3.5792,0.84,44.8,44.585,44.1275,0,0,0,0,0,0,146.09999999999852,143.69999999999865,146.4999999999985,120,120,120,9,9,9,200,200,200,0.002324060514726242,0.001326669650282363,0.0024516548638097496,171.6138,171.6138,171.6138,3.517859363621085,3.3633152780253806,3.5358191232733946,False
2221.599109002,25.0625,25.4375,26.375,51.6,3.5648,3.4,3.5792,0.84,44.16,44.6175,44.58,0,0,0,0,0,0,146.69999999999848,143.69999999999865,147.09999999999846,120,120,120,9,9,9,200,200,200,0.0021942097504016557,0.0011785067696376017,0.0023134374387963493,171.6138,171.6138,171.6138,3.51466557280529,3.3599412379894904,3.5319383814972545,False
2222.59911018,25.0625,25.4375,26.375,51.1,3.5631999999999997,3.3968000000000003,3.576,0.84,45.3725,44.7025,44.56,0,0,0,0,0,0,147.09999999999846,143.69999999999865,147.39999999999844,120,120,120,9,9,9,200,200,200,0.0020561120003429667,0.00102822932580949,0.0021817511990701536,171.6138,171.6138,171.6138,3.5151998263494417,3.3563219071608628,3.5285400505180196,False
2223.59911371,25.125,25.4375,26.375,52.1,3.56,3.3936,3.5744000000000002,0.84,45.0425,44.6825,44.465,0,0,0,0,0,0,147.09999999999846,143.69999999999865,147.69999999999843,120,120,120,9,9,9,200,200,200,0.0019312346805102046,0.0008800366549064332,0.0020448710093938765,171.6138,171.6138,171.6138,3.510129179595303,3.352520943112735,3.526705439731527,False
2224.599125204,25.0625,25.4375,26.375,52.5,3.5584000000000007,3.392,3.5744000000000002,0.84,45.4075,44.8525,44.565,0,0,0,0,0,0,147.09999999999846,143.69999999999865,147.79999999999842,120,120,120,9,9,9,200,200,200,0.0017931508730346995,0.0007324579876229653,0.0019092102012627128,171.6138,171.6138,171.6138,3.5097189464749254,3.349181501394846,3.5249993696285697,False
2225.599128808,25.125,25.4375,26.375,52.1,3.5584000000000007,3.3872000000000004,3.5744000000000002,0.84,45.31,44.7375,44.5775,0,0,0,0,0,0,147.09999999999846,143.69999999999865,147.79999999999842,120,120,120,9,9,9,200,200,200,0.001660809694724827,0.0005905261861287613,0.00177956477339438,171.6138,171.6138,171.6138,3.506945060619729,3.345713521499123,3.523163046168181,False
2226.599130154,25.125,25.4375,26.375,52.1,3.5551999999999997,3.3824,3.5744000000000002,0.84,45.0725,44.785,44.54,0,0,0,0,0,0,147.09999999999846,143.69999999999865,147.9999999999984,120,120,120,9,9,9,200,200,200,0.0015294527610405827,0.00044324862617519506,0.0016527946410489845,171.6138,171.6138,171.6138,3.5060603668607224,3.3428995687816125,3.522125592384208,False
2227.599140834,25.125,25.4375,26.375,52.5,3.5568,3.3824,3.5711999999999997,0.84,44.86,44.8325,44.63,0,0,0,0,0,0,147.19999999999845,143.69999999999865,147.9999999999984,120,120,120,9,9,9,200,200,200,0.0013935300593798028,0.000294958512702741,0.0015282269850621488,171.6138,171.6138,171.6138,3.5051936986210004,3.3390407496227787,3.521554692039762,False
2228.599142939,25.125,25.4375,26.375,53.0,3.552,3.3792000000000004,3.5711999999999997,0.84,45.0725,44.9475,44.5675,0,0,0,0,0,0,147.29999999999845,143.69999999999865,147.9999999999984,120,120,120,9,9,9,200,200,200,0.001265445568235853,0.00015534783174033266,0.0014000913469675678,171.6138,171.6138,171.6138,3.504614752690467,3.335897242831741,3.520140667815441,False
2229.599143767,25.125,25.4375,26.375,52.5,3.552,3.3744,3.5696,0.84,44.98,44.875,44.585,0,0,0,0,0,0,147.19999999999845,143.69999999999865,147.9999999999984,120,120,120,9,9,9,200,200,200,0.0011330794664837806,-0.00022026594957872593,0.0012746042657452048,171.6138,171.6138,171.6138,3.502255942582819,3.422759300327764,3.519236616348334,False
2230.599156651,25.125,25.4375,26.375,52.1,3.552,3.3744,3.5664,0.84,45.1125,44.92,45.005,0,0,0,0,0,0,147.19999999999845,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.0010037900102117425,-0.00048748155223338316,0.001149141579270961,171.6138,171.6138,171.6138,3.5009236914745254,3.375924133610872,3.5180804847658615,False
2231.599169146,25.125,25.4375,26.375,52.1,3.552,3.368,3.5648,0.84,45.325,45.0075,45.055,0,0,0,0,0,0,147.19999999999845,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.0008797815251756662,-0.0006058501271170946,0.0010232366307836296,171.6138,171.6138,171.6138,3.499427657784694,3.3398964561194218,3.515321908136486,False
2232.599177993,25.125,25.5,26.375,52.5,3.552,3.3648000000000002,3.5664,0.84,44.7275,45.045,45.17,0,0,0,0,0,0,146.99999999999847,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.0007591798063533577,-0.0005995671373214934,0.0008958794914565248,171.6138,171.6138,171.6138,3.4981524787031235,3.3105337678621556,3.5136637823926193,False
2233.599178859,25.125,25.4375,26.375,53.0,3.5504000000000002,3.3632,3.5631999999999997,0.84,45.54,45.16,45.3475,0,0,0,0,0,0,146.99999999999847,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.0006346545547557312,-0.0004672369346710958,0.0007763617360049923,171.6138,171.6138,171.6138,3.4994692038975916,3.286850273136194,3.5125156758265295,False
2234.599181873,25.125,25.4375,26.375,52.5,3.5488000000000004,3.36,3.5648,0.84,45.19,45.0625,45.1575,0,0,0,0,0,0,147.09999999999846,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.0005186210107749346,-0.00021768034746046517,0.0006524223917985462,171.6138,171.6138,171.6138,3.4962940911202494,3.2677330518393277,3.5110250164905836,False
2235.599195184,25.125,25.5,26.375,52.5,3.5504000000000002,3.3568000000000002,3.5616000000000003,0.84,44.6025,45.155,45.015,0,0,0,0,0,0,146.99999999999847,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.00039355044380639105,0.00012153899550182472,0.0005327322366375765,171.6138,171.6138,171.6138,3.49660408784203,3.2522047096037445,3.510971109915226,False
2236.599206495,25.125,25.5,26.375,53.0,3.5488000000000004,3.3536000000000006,3.5616000000000003,0.84,44.7925,45.1025,45.115,0,0,0,0,0,0,146.99999999999847,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.00027259339442070184,0.00031519145292084876,0.00040796473795199804,171.6138,171.6138,171.6138,3.4977445078259457,3.2655539948706127,3.5103590151897492,False
2237.599217472,25.125,25.6875,26.375,53.5,3.5472,3.3504,3.5616000000000003,0.84,45.49,45.225,45.06,0,0,0,0,0,0,147.09999999999846,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,0.00015521261041727424,0.0007844777025903402,0.0002886555269173284,171.6138,171.6138,171.6138,3.496378622122264,3.1909612678902897,3.5089624550982768,False
2238.599223265,25.125,25.5,26.375,52.5,3.5456,3.3472000000000004,3.56,0.84,44.9325,45.2825,45.095,0,0,0,0,0,0,146.99999999999847,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,-0.00020766004977884527,0.0009812943613601967,0.00017105272146915933,171.6138,171.6138,171.6138,3.584454845346161,3.2364275325715335,3.5084226686030906,False
2239.599230984,25.125,25.5,26.4375,53.5,3.5456,3.3440000000000003,3.56,0.84,44.535,45.35,45.09,0,0,0,0,0,0,146.99999999999847,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,-0.00042016913809777776,0.0010356715330274162,-0.0001935364830749587,171.6138,171.6138,171.6138,3.5318384509866703,3.261284478115348,3.597136311308057,False
2240.599231889,25.125,25.5,26.375,54.0,3.5440000000000005,3.3407999999999998,3.56,0.84,45.335,45.245,45.14,0,0,0,0,0,0,147.09999999999846,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,-0.0004287192421114284,0.001011875769359245,-0.00039367644827105637,171.6138,171.6138,171.6138,3.4910016006870688,3.2746536551946357,3.543762811041789,False
2241.599241775,25.125,25.5,26.375,53.5,3.5408,3.336,3.5584000000000007,0.84,45.425,45.3525,45.1275,0,0,0,0,0,0,147.09999999999846,143.69999999999865,148.0999999999984,120,120,120,9,9,9,200,200,200,-0.00023383179851016965,0.0009413720482292867,-0.0003858198456148765,171.6138,171.6138,171.6138,3.4574084097418547,3.2819180082150172,3.5023286698145246,False
