time,v0,v1,v2,c0,c1,c2,t0,t1,t2
22080.0,4.03125,4.046875,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22080.0,4.03125,4.046875,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22080.0,4.03125,4.046875,4.0,-44.71875,-44.53125,-45.25,29.125,29.5625,31.9375
22080.0,4.03125,4.046875,4.0078125,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22080.0,4.03125,4.05078125,4.0,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22080.0,4.03125,4.046875,4.0,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22080.0,4.03125,4.046875,4.0,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22080.0,4.03125,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,32.0
22080.0,4.03125,4.046875,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22080.0,4.03125,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.5625,32.0
22096.0,4.03515625,4.046875,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,31.9375
22096.0,4.03515625,4.046875,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,32.0625
22096.0,4.03515625,4.046875,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,32.0625
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,32.0
22096.0,4.03515625,4.046875,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,32.0
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,31.9375
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.125,29.625,32.0625
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.1875,29.625,31.9375
22096.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.53125,-45.25,29.1875,29.6875,32.0
22096.0,4.03515625,4.0546875,4.00390625,-44.71875,-44.53125,-45.25,29.1875,29.625,32.0
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.1875,29.625,32.0
22096.0,4.03125,4.0546875,4.0078125,-44.71875,-44.5,-45.25,29.1875,29.625,32.0625
22096.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.5,-45.25,29.1875,29.625,32.0625
22096.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.53125,-45.25,29.1875,29.625,32.0
22112.0,4.03515625,4.0546875,4.00390625,-44.71875,-44.53125,-45.25,29.1875,29.625,32.0625
22112.0,4.03515625,4.05078125,4.0078125,-44.71875,-44.5,-45.25,29.1875,29.6875,32.0625
22112.0,4.03515625,4.05078125,4.00390625,-44.71875,-44.53125,-45.25,29.1875,29.6875,32.0625
22112.0,4.03515625,4.05078125,4.0078125,-44.71875,-44.53125,-45.25,29.1875,29.6875,32.0
22112.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.5,-45.25,29.1875,29.6875,32.0625
22112.0,4.0390625,4.0546875,4.0078125,-44.71875,-44.5,-45.25,29.1875,29.625,32.125
22112.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.53125,-45.25,29.1875,29.6875,32.0625
22112.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.53125,-45.25,29.1875,29.6875,32.0625
22112.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.53125,-45.25,29.1875,29.6875,32.0625
22112.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.5,-45.25,29.1875,29.6875,32.1875
22112.0,4.03515625,4.0546875,4.0078125,-44.71875,-44.53125,-45.25,29.25,29.6875,32.125
