Time (s),Voltage (V),Current (A)
202.82135702200003,5.0465,0.562347
203.46486856699994,5.0464,0.577199
204.11152552399972,5.0464,0.576962
204.75490395299994,5.0461,0.577305
205.39394227100001,5.0461,"0.687
"
206.05561049900007,5.0463,0.574869
206.70032953400005,5.0464,"0.58144
"
207.34365396900012,5.0464,0.556767
207.9896597490001,5.0465,0.560001
208.63510636,5.0463,0.667529
209.30445685799987,5.0462,0.573499
209.9289653149999,5.0463,0.613434
210.59999631599976,5.0464,0.575666
211.2250496319998,5.0464,0.576547
211.89060509699993,5.0464,0.648955
212.53496843899984,5.0461,0.567412
213.17888672699974,5.0462,0.691521
213.8236445120001,5.0463,"0.56466
"
214.47170599499987,5.0464,0.558278
215.1196530520001,5.0464,0.557696
215.76942389199985,5.0463,0.576676
216.41242432699983,5.0462,0.667232
217.06121510799994,5.0463,0.575612
217.7092500519998,5.0463,0.575329
218.35975987899974,5.0465,0.577905
219.00383987899977,5.0465,0.558569
219.654372685,5.0464,0.652519
220.2990980669997,5.0463,0.570977
220.93994610699974,5.0461,0.570214
221.584318318,5.0462,0.562217
222.22921965399973,5.0461,"0.55824
"
222.87324218100002,5.0461,0.608422
223.52468716299973,5.0462,0.577074
224.16870428099992,5.0462,0.660516
224.8089177050001,5.0463,0.577132
225.4537121369999,5.0464,0.577038
226.0980180749998,5.0463,0.556467
226.74332096099988,5.0464,0.560416
227.38490046300012,5.0464,0.652978
228.0272175330001,5.0464,0.572615
228.66800093999973,5.0464,0.568385
229.31259148799973,5.0465,0.558929
229.95429595899986,5.0464,0.577316
230.6242333959999,5.0464,0.622789
231.24836881700003,5.0462,"0.57478
"
231.91803980199984,5.0462,0.573812
232.54421250299993,5.0464,0.576876
233.21237800500012,5.0465,"0.57629
"
233.83744283399983,5.0463,"0.55752
"
234.506945136,5.0462,0.564266
235.1335165569999,5.0462,0.575598
235.79832786399993,5.0463,0.569788
236.42367167199973,5.0465,0.564001
237.08434391599985,5.0467,0.577988
237.73025032499982,5.0463,0.578784
238.36804005700014,5.0460,0.671978
239.0340394760001,5.0463,0.573798
239.67879098699996,5.0463,0.577502
240.32328129799998,5.0463,0.560063
240.9884001979999,5.0465,0.557586
241.63259254700006,5.0465,0.560555
242.27400147299977,5.0464,0.580285
242.91989494900008,5.0463,0.588984
243.56054267499985,5.0463,0.575187
244.2076050820001,5.0465,0.577841
244.84742415999972,5.0467,0.577595
245.4921147189998,5.0464,0.561969
246.13289381799996,5.0464,0.686258
246.77893300000005,5.0462,0.573419
247.41900912899973,5.0463,0.565347
248.06405163699992,5.0464,0.559038
248.71470933799992,5.0465,0.557864
249.38745950299972,5.0465,0.664755
250.013212887,5.0462,0.575295
250.68295343399996,5.0462,0.667811
251.30860328300014,5.0463,0.576385
251.983028439,5.0464,"0.5776
"
252.60526314299977,5.0463,0.641988
253.2743580199999,5.0462,"0.56497
"
253.92257905399993,5.0462,0.575105
254.56714264099992,5.0463,0.569899
255.23807865299977,5.0462,0.562021
255.86245434700004,5.0463,0.637872
256.5332509929999,5.0464,0.576793
257.1584516009998,5.0462,0.666151
257.82762489900006,5.0461,0.573094
258.45482721300004,5.0463,0.576566
259.12187663199984,5.0464,0.560596
259.7671582869998,5.0465,0.557151
260.4155684289999,5.0465,0.645237
261.06291819399985,5.0463,0.576957
261.70704833399986,5.0462,0.573397
262.3516483799999,5.0464,0.564785
262.9913188249998,5.0465,0.577452
263.6389510089998,5.0463,0.653346
264.2887380709999,5.0460,0.563545
264.95695608999995,5.0461,"0.56964
"
265.57975010400014,5.0463,0.575921
266.25706738200006,5.0464,"0.56415
"
266.88139111400005,5.0465,0.558521
267.54841741500013,5.0463,0.557112
268.17289245799975,5.0463,0.579529
268.844125393,5.0461,0.574899
269.477404536,5.0462,0.576184
270.1370457419998,5.0465,0.575803
270.7807002579998,5.0463,0.575816
271.42739674799986,5.0463,0.652285
272.0732147919998,5.0463,0.564957
272.717086094,5.0461,0.574199
273.38266751599986,5.0462,"0.56796
"
274.00384994399974,5.0463,"0.56133
"
274.66971643099987,5.0465,"0.66782
"
275.31533063899997,5.0463,0.577545
275.956712445,5.0460,0.577923
276.62224758599996,5.0460,0.574518
277.2671498159998,5.0462,0.575554
277.907818655,5.0464,0.639794
278.57198087200004,5.0463,0.556349
279.19642238999995,5.0463,0.656206
279.8640693039997,5.0462,0.576039
280.511399301,5.0463,0.572554
281.15196675100015,5.0464,0.565732
281.79646937100006,5.0465,0.573353
282.4410945479999,5.0465,"0.67844
"
283.10566560100006,5.0463,0.564389
283.7314599299998,5.0460,0.572049
284.4081352379999,5.0460,0.575818
285.0436983669997,5.0464,0.561702
285.69573284399985,5.0465,"0.6366
"
286.339838245,5.0463,0.577263
286.98549497700014,5.0462,0.576976
287.656212248,5.0463,0.575553
288.2809543999997,5.0463,0.575292
288.94640800599973,5.0465,0.658095
289.573660518,5.0465,0.577264
290.2356342349999,5.0464,0.559782
290.88073150399987,5.0463,0.568067
291.5264092540001,5.0461,0.575172
292.1714863729999,5.0462,0.572693
292.81688397200014,5.0466,0.560313
293.46158453099997,5.0465,"0.57723
"
294.103688701,5.0463,0.577312
294.7555428679998,5.0462,0.577991
295.39905415099975,5.0462,0.574223
296.07164228500005,5.0460,0.576813
296.6957135939997,5.0463,0.656494
297.3670269260001,5.0464,0.557891
297.9896879600001,5.0463,0.562196
298.65448156599996,5.0464,0.577062
299.2810617289997,5.0462,0.573256
299.93995259799976,5.0462,0.570644
300.585273055,5.0464,0.577412
301.2262836059999,5.0466,0.576268
301.89618600899985,5.0463,0.576278
302.5212081479999,5.0463,"0.57109
"
303.18966168099996,5.0463,0.574336
303.8148574759998,5.0465,0.560176
304.4798545599997,5.0467,"0.63932
"
305.1045373329998,5.0466,0.557813
305.77139304699995,5.0462,0.576385
306.4158616519999,5.0464,0.574224
307.06636076899986,5.0463,0.575906
307.71083808000003,5.0463,0.690269
308.35615311499987,5.0466,0.576577
309.0007014759999,5.0465,0.561531
309.6453480729997,5.0462,"0.56841
"
310.3170133670001,5.0462,"0.57414
"
310.94513367599984,5.0464,0.652261
311.6051702069999,5.0462,0.559218
312.2502163549998,5.0464,0.576847
312.8948142720001,5.0464,0.576488
313.5402716849999,5.0462,0.577282
314.18416699399995,5.0464,"0.65632
"
314.85891288599987,5.0463,0.577662
315.487312965,5.0466,0.555935
316.15129025999977,5.0467,0.558821
316.794244061,5.0461,0.563199
317.439547641,5.0460,0.584168
318.08433652799977,5.0463,0.570678
318.7297629310001,5.0464,0.643196
319.3757133019999,5.0464,0.578152
320.0199253689998,5.0463,0.577745
320.69643606499994,5.0462,0.578152
321.32437627399986,5.0461,0.572226
321.995604447,5.0462,0.667665
322.61863943299977,5.0464,0.562859
323.284080336,5.0464,0.556681
323.90895801399984,5.0464,0.559464
324.5744215310001,5.0462,0.578246
325.19965073000003,5.0460,0.592961
325.86817102099985,5.0464,0.569172
326.4949121280001,5.0465,0.578847
327.15262715400013,5.0466,0.578145
327.7993197229998,5.0465,0.561318
328.4495633389997,5.0463,0.568643
329.0947062549999,5.0463,0.575319
329.73407231600004,5.0465,0.655267
330.37953321299983,5.0465,0.557641
331.03294637299996,5.0464,0.557406
331.6806235629997,5.0465,0.578969
332.319936459,5.0462,0.577921
332.98921039800007,5.0462,0.667813
333.61368270699995,5.0465,"0.57785
"
334.273008269,5.0465,0.582639
334.91926149699975,5.0464,0.557649
335.5658244729998,5.0463,0.565582
336.2131239219998,5.0461,0.570588
336.85930622299975,5.0461,0.569323
337.52341833699984,5.0464,"0.65664
"
338.1475646240001,5.0466,0.576159
338.8179404899997,5.0466,0.575926
339.44464781399984,5.0464,0.575258
340.1191102089997,5.0462,0.572825
340.74412006600005,5.0464,0.690882
341.4167488469998,5.0464,0.577716
342.0456785629999,5.0462,0.556664
342.714188382,5.0461,"0.56044
"
343.33849136599974,5.0463,0.577653
344.0037636930001,5.0462,"0.65941
"
344.6281033529999,5.0463,0.566979
345.3035434499998,5.0465,0.578072
345.92844479199994,5.0465,0.578317
346.59084854699995,5.0462,0.562845
347.24106195800005,5.0461,"0.65729
"
347.8825151850001,5.0462,0.573196
348.529052974,5.0463,0.562531
349.17199576099983,5.0465,0.557911
349.81845939000004,5.0464,"0.55759
"
350.46710383699974,5.0462,0.593917
351.11294902400005,5.0463,0.575079
351.761140868,5.0463,0.579677
352.4352752579998,5.0464,0.575732
353.0588094290001,5.0464,0.576922
353.7232037250001,5.0465,0.559512
354.3476704179998,5.0464,0.566667
355.01852091699993,5.0461,0.662489
355.6428395419998,5.0462,0.567972
356.3035951490001,5.0464,0.653011
356.95012975500003,5.0466,0.576163
357.59484563900014,5.0466,"0.57743
"
358.263273774,5.0462,0.630204
358.88799757900006,5.0462,0.574776
359.55256779599995,5.0466,0.576851
360.1786109509999,5.0464,0.576826
360.85278617099993,5.0464,"0.55713
"
361.47700669999995,5.0465,0.559813
362.14000055199995,5.0463,0.575575
362.7913482879999,5.0462,"0.66901
"
363.4311967829999,5.0464,0.565438
364.07889712299993,5.0464,0.576239
364.72262224899987,5.0465,0.575581
365.3672595789999,"5.046
",0.576658
366.0119830079998,5.0459,0.686547
366.6762225319999,5.0462,0.576236
367.30238999699986,5.0463,"0.57732
"
367.97853622599996,5.0466,0.556669
368.6011597359998,5.0465,0.557262
369.262263911,5.0461,0.671738
369.90669985700015,5.0460,0.575698
370.55250910899986,5.0461,0.608731
371.196184163,5.0463,0.576826
371.83882774799986,5.0464,0.576387
372.4847919089998,5.0464,0.575547
373.13261005999993,5.0464,0.567933
373.80327087099977,5.0461,0.693147
374.427789545,5.0462,0.566393
375.09254729899976,5.0464,"0.55989
"
375.7164557619999,5.0463,0.556634
376.3779340440001,5.0463,0.575891
377.02262576099974,5.0462,"0.66622
"
377.671080094,5.0462,0.574923
378.3159828099997,5.0463,0.664957
378.9605198469999,5.0462,0.577471
379.6070522320001,5.0464,0.556114
380.2520778769999,5.0465,0.650747
380.89690081399976,5.0461,0.569794
381.5479941159997,5.0460,0.571839
382.19268101499983,5.0461,0.564658
382.8369784339998,5.0465,0.557064
383.48498330999973,5.0465,0.649446
384.1312443070001,5.0464,0.577036
384.7772983269997,5.0462,"0.57242
"
385.4258635870001,5.0463,0.575316
386.07246288099986,5.0464,0.576347
386.7168712079997,5.0463,0.556909
387.3632488909998,5.0463,0.560375
388.0002939279998,5.0463,0.644608
388.68154410299985,5.0463,0.574899
389.3143762149998,5.0464,0.568674
389.96739037199995,5.0464,0.578053
390.6118836149999,5.0463,0.577662
391.25165610800013,5.0459,0.608787
391.89786782300007,5.0461,0.568701
392.54796423900007,5.0464,0.662844
393.1922508759999,5.0461,0.577997
393.83055080799977,5.0464,0.559683
394.47737817000007,5.0464,0.557331
395.1223543599999,5.0461,"0.56224
"
395.7654899519998,5.0462,"0.68932
"
396.4107994349997,5.0464,0.572149
397.05644335399984,5.0466,0.567704
397.70202462,5.0468,0.576891
398.34695332599995,5.0463,0.577984
398.98986309600014,5.0462,0.664894
399.6614041130001,5.0464,0.572267
400.28705074699974,5.0462,0.575424
400.94877140300014,5.0465,0.554452
401.59705934700014,5.0466,0.557493
402.2420622919999,5.0464,0.672348
402.9118645469998,5.0464,0.578379
403.5358625260001,5.0462,0.596371
404.2090010910001,5.0462,0.577655
404.83651413200005,5.0463,0.577965
405.50111230599987,5.0465,0.635829
406.1770170720001,5.0463,0.559597
406.80128079999986,5.0459,0.668169
407.46598810099977,5.0460,0.574856
408.11166072100013,5.0460,0.567345
408.7613081499999,5.0462,0.656788
409.4068554109999,5.0464,0.576252
410.0513064070001,5.0462,"0.6765
"
410.72343624099994,5.0462,"0.56845
"
411.35535146799975,5.0461,0.572843
412.0151780359997,5.0460,0.571875
412.66038936999985,5.0463,0.558374
413.310167136,5.0466,0.636657
413.9558695259998,5.0463,0.576875
414.60317465399976,5.0461,"0.57498
"
415.27448074699987,5.0462,0.571631
415.90128091299994,5.0461,0.576086
416.5610470349998,5.0463,0.632949
417.2052417589998,5.0464,0.559437
417.8511249539997,5.0462,0.565104
418.495383853,5.0463,0.573053
419.14620864300014,5.0464,0.567993
419.7927866499999,5.0464,0.566251
420.43159369900013,5.0463,0.557881
421.074658217,5.0463,0.579062
421.725467708,5.0463,0.578188
422.37113065899985,5.0462,0.574606
423.01975459899995,5.0461,0.577185
423.66594418099976,5.0460,0.576505
424.31033170399996,5.0463,0.611494
424.95819725599995,5.0462,0.561201
425.605198579,5.0461,0.567579
426.25093878999996,5.0463,0.572696
426.894420738,5.0463,0.566679
427.566110963,5.0465,"0.55981
"
428.1894569629999,5.0466,0.575879
428.86137594799993,5.0463,0.578806
429.4858498899998,5.0462,0.570286
430.1475193890001,5.0463,0.576015
430.7952691350001,5.0463,0.575424
431.43514245200004,5.0461,0.556811
432.0819717710001,5.0460,0.648709
432.71999881500005,5.0464,0.562928
433.36336131300004,5.0463,"0.5748
"
434.00738767899975,5.0461,0.570445
434.6554957819999,5.0465,"0.56262
"
435.299346109,5.0466,0.676965
435.94537897500004,5.0463,0.575658
436.590108334,5.0462,"0.56524
"
437.2421095330001,5.0463,0.572865
437.8752145929998,5.0462,0.575597
438.51936556600003,5.0462,0.643038
439.1650829729997,5.0462,0.556313
439.83483145499986,5.0462,0.649032
440.46258446,5.0461,0.575724
441.13437647,5.0463,0.573481
441.7591399529997,5.0463,0.660055
442.451690072,5.0463,"0.57706
"
443.09873204999985,5.0463,0.685663
443.74065170899985,5.0464,"0.56251
"
444.3835342510001,5.0461,0.569005
445.0291590799998,5.0462,0.595369
445.7015752899997,5.0464,0.566158
446.329320456,5.0465,0.643455
446.9998486209997,5.0464,0.577379
447.6714887339999,5.0461,0.577953
448.30007095400015,5.0460,0.571481
448.9694196299997,5.0463,0.573785
449.59467529099993,5.0463,0.663449
450.26365115299996,5.0463,0.554938
450.8913032139999,5.0464,0.559018
451.56506306799974,5.0462,0.576747
452.1898019089999,5.0462,0.574368
452.8642991779998,5.0462,0.585523
453.48738799700004,5.0463,"0.57843
"
454.1589505869997,5.0464,0.578163
454.78460528899996,5.0463,0.561213
455.4444874840001,5.0464,0.569555
456.09186827799977,5.0462,"0.57343
"
456.73459280099996,5.0461,0.567283
457.403123951,5.0462,0.632315
458.031493815,5.0464,"0.57777
"
458.69325136999987,5.0463,0.578032
459.3389248579997,5.0463,0.575565
459.97943711900007,5.0462,0.576215
460.62370694599986,5.0463,0.686922
461.26567215299974,5.0466,"0.57688
"
461.90765220699996,5.0464,"0.55782
"
462.552861224,5.0462,0.563786
463.2035192919998,5.0461,0.570912
463.84930571999985,5.0461,0.656145
464.49398760199983,5.0465,0.564156
465.13966622099997,5.0465,0.624162
465.8144573579998,5.0464,0.578325
466.43903683100007,5.0463,0.577541
467.1084239249999,5.0463,0.663509
467.734704214,5.0463,0.575135
468.4122479079997,5.0461,0.670552
469.0393099859998,5.0463,0.555902
469.7037455519999,5.0463,0.559757
470.32893119699975,5.0462,0.564438
470.998575137,5.0465,0.573787
471.62564394499987,5.0467,0.653092
472.28907059899984,5.0463,0.577763
472.9337747579998,5.0462,"0.66367
"
473.57701024900007,5.0463,0.577349
474.224318779,5.0466,0.570567
474.8639680189999,5.0465,0.659359
475.5076108170001,5.0463,"0.5772
"
476.14524435099975,5.0464,"0.55854
"
476.8240045110001,5.0465,0.557668
477.448916068,5.0461,0.578964
478.11886624199997,5.0461,0.589562
478.7447557380001,5.0464,"0.57375
"
479.412376192,5.0465,"0.57737
"
480.03693056600014,5.0464,0.577403
480.70864239699995,5.0464,0.576365
481.3317400339997,5.0460,0.564662
481.99760755399984,5.0460,0.572022
482.6426167599998,5.0463,0.650337
483.2941100349999,5.0463,0.561602
483.9396259209998,5.0464,0.557643
484.5830365679999,5.0464,"0.57824
"
485.22675315800007,5.0462,"0.57739
"
485.8658182690001,5.0460,0.590743
486.5114720849997,5.0464,0.576692
487.1607463810001,5.0465,0.580413
487.82845,5.0464,0.556746
488.4532833200001,5.0463,0.560108
489.1182884609998,5.0460,0.567063
489.7638825509998,5.0462,0.574009
490.4099073279999,5.0464,0.607088
491.07859837299975,5.0464,0.577802
491.7028808119999,5.0463,0.578403
492.37881833799975,5.0465,0.578885
493.00294015400004,5.0462,0.571868
493.6690547620001,5.0462,0.668945
494.3147049129998,5.0464,0.577285
494.958810354,5.0465,0.558232
495.6031117909997,5.0463,0.558284
496.2424323129999,5.0463,0.574879
496.8876687709999,5.0462,0.667164
497.53492964,5.0462,0.570251
498.18276088599987,5.0462,0.576283
