Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2,Cyc0,Cyc1,Cyc2,Seq0,Seq1,Seq2,disval0,disval1,disval2,dislowval0,dislowval1,dislowval2,chgval0,chgval1,chgval2,chglowval0,chglowval1,chglowval2,estSOC0,estSOC1,estSOC2,estCAP0,estCAP1,estCAP2,estV0,estV1,estV2,heater_on?
84.291024541,26.4375,26.3125,26.8125,51.6,3.6304000000000003,3.6176,3.6224000000000003,0.84,0.0025,-0.0025,0.0,0,0,0,0,0,0,120,120,120,120,120,120,9,9,9,200,200,200,0,0,0,171.6138,171.6138,171.6138,0,0,0,False
85.291034596,26.5,26.3125,26.8125,51.6,3.4736000000000002,3.4640000000000004,3.4511999999999996,0.84,35.345,34.7275,35.17,0,0,0,0,0,0,120.49999999999997,120.49999999999997,120.49999999999997,120,120,120,9,9,9,200,200,200,0,0,0,171.6138,171.6138,171.6138,0,0,0,False
86.29103891,26.5,26.3125,26.8125,53.0,3.44,3.4208,3.4095999999999997,0.84,36.1825,35.5175,35.9125,0,0,0,0,0,0,121.49999999999991,121.49999999999991,121.49999999999991,120,120,120,9,9,9,200,200,200,0.00040942901594084565,0.0004039183280052249,0.0003973205392694056,171.6138,171.6138,171.6138,2.7571904128824314,2.7572328893923577,2.755977550176243,False
87.291048613,26.4375,26.3125,26.8125,52.5,3.4255999999999998,3.3968000000000003,3.3872000000000004,0.84,36.7675,36.1075,36.55,0,0,0,0,0,0,122.49999999999986,122.49999999999986,122.49999999999986,120,120,120,9,9,9,200,200,200,0.0009129708048401125,0.0008916941776546969,0.0008746548390284324,171.6138,171.6138,171.6138,2.7625081179821893,2.7618109890388176,2.758177490853745,False
88.291056094,26.4375,26.25,26.8125,53.5,3.4063999999999997,3.3792000000000004,3.3663999999999996,0.84,37.2,36.645,37.135,0,0,0,0,0,0,123.4999999999998,123.4999999999998,123.4999999999998,120,120,120,9,9,9,200,200,200,0.0014818261981767355,0.0014313841721773988,0.0014058234058358608,171.6138,171.6138,171.6138,2.8792793966376653,2.8737241395750392,2.8685815144953692,False
89.291062094,26.4375,26.3125,26.8125,52.5,3.392,3.3616,3.3488,0.84,37.7775,37.21,37.6725,0,0,0,0,0,0,124.49999999999974,124.49999999999974,124.49999999999974,120,120,120,9,9,9,200,200,200,0.0019732559407209774,0.001899187686705041,0.0018614094604873497,171.6138,171.6138,171.6138,2.9912481839718152,2.9804114057519775,2.973392008491246,False
90.291069982,26.4375,26.3125,26.8125,53.5,3.3824,3.3488,3.3328,0.84,38.26,37.7125,38.25,0,0,0,0,0,0,125.49999999999969,125.49999999999969,125.49999999999969,120,120,120,9,9,9,200,200,200,0.0023378509232997798,0.0022393838276922426,0.002191061016776596,171.6138,171.6138,171.6138,3.0831066073852442,3.0676198801467436,3.059028222996946,False
91.291083278,26.4375,26.25,26.8125,53.0,3.368,3.3344,3.3184000000000005,0.84,38.7925,38.34,38.865,0,0,0,0,0,0,126.49999999999963,126.49999999999963,126.49999999999963,120,120,120,9,9,9,200,200,200,0.002576570753428038,0.002454901348157547,0.002393583839589129,171.6138,171.6138,171.6138,3.1529494620299423,3.132840516426051,3.122103649585439,False
92.29108537,26.4375,26.25,26.8125,54.0,3.3552,3.3168,3.3024,0.84,38.775,38.86,39.3875,0,0,0,0,0,0,127.49999999999957,127.49999999999957,127.49999999999957,120,120,120,9,9,9,200,200,200,0.002699323229367961,0.002561434395629604,0.002489654239476793,171.6138,171.6138,171.6138,3.2014606064035624,3.177429906727455,3.1650707051845774,False
93.291088814,26.4375,26.25,26.8125,53.0,3.3440000000000003,3.3007999999999997,3.2863999999999995,0.84,39.5875,39.545,39.9925,0,0,0,0,0,0,128.49999999999952,128.49999999999952,128.49999999999952,120,120,120,9,9,9,200,200,200,0.002730388323194339,0.002575810526704755,0.0024986854684931445,171.6138,171.6138,171.6138,3.2343171830643964,3.205181848801594,3.1919522019416156,False
