Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2
25230.292764887,26.875,26.6875,0,62.3,4.0992,0.0064,0,1.2813,0.0,-5.0,0
25232.292769818,26.875,26.6875,0,63.4,4.097600000000001,0.0048,0,1.2813,-2.5,-7.5,0
25234.292775056,26.875,26.6875,0,64.5,4.096,0.0048,0,1.2813,0.0,0.0,0
25236.292779144,26.875,26.75,0,63.9,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25238.292782862,26.9375,26.75,0,63.9,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25240.29278793,26.9375,26.75,0,64.5,4.1008000000000004,0.0032,0,1.2813,0.0,0.0,0
25242.292789087,26.9375,26.75,0,64.5,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25244.292789771,26.9375,26.8125,0,63.4,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25246.292790814,26.9375,26.8125,0,64.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25248.292792842,26.9375,26.8125,0,64.5,4.0992,0.0048,0,1.2813,0.0,0.0,0
25250.292796116,26.9375,26.8125,0,64.5,4.096,0.0032,0,1.2813,0.0,0.0,0
25252.292796884,27.0,26.8125,0,63.9,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25254.292799211,27.0,26.8125,0,64.5,4.096,0.0032,0,1.2813,0.0,0.0,0
25256.292799294,27.0,26.8125,0,64.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25258.292804215,27.0,26.8125,0,64.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25260.292809497,27.0,26.8125,0,64.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25262.292814357,27.0,26.8125,0,64.5,4.0992,0.0016,0,1.2813,0.0,0.0,0
25264.292818328,27.0,26.8125,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25266.29281896,27.0,26.875,0,66.6,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25268.292820213,27.0,26.875,0,65.5,4.0992,0.0032,0,1.2813,0.0,0.0,0
25270.292820264,27.0,26.875,0,66.1,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25272.292822237,27.0,26.875,0,65.5,4.0992,0.0032,0,1.2813,0.0,0.0,0
25274.292826445,27.0,26.875,0,65.5,4.0992,0.0048,0,1.2813,0.0,0.0,0
25276.292829764,27.0,26.875,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25278.292832036,26.9375,26.875,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25280.292832533,27.0,26.8125,0,66.6,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25282.292837505,27.0,26.875,0,66.6,4.0992,0.0016,0,1.2813,0.0,0.0,0
25284.292837577,26.9375,26.8125,0,66.1,4.0992,0.0032,0,1.2813,0.0,0.0,0
25286.292837748,26.9375,26.8125,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25288.292839061,26.9375,26.8125,0,65.0,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25290.292839276,26.9375,26.8125,0,66.6,4.0992,0.0032,0,1.2813,0.0,0.0,0
25292.292840372,26.9375,26.8125,0,66.1,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25294.292841933,26.9375,26.8125,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25296.292846093,27.0,26.8125,0,65.0,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25298.292847697,26.9375,26.8125,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25300.29285138,26.9375,26.8125,0,65.5,4.096,0.0032,0,1.2813,0.0,0.0,0
25302.292851934,26.9375,26.8125,0,65.0,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25304.292853942,26.9375,26.8125,0,66.1,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25306.292855529,26.9375,26.8125,0,66.6,4.096,0.0016,0,1.2813,0.0,0.0,0
25308.292859716,26.9375,26.75,0,65.5,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25310.29286291,26.9375,26.8125,0,66.6,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25312.292867557,26.9375,26.8125,0,66.6,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25314.292868763,26.9375,26.8125,0,66.6,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25316.292868924,26.9375,26.75,0,65.5,4.0992,0.0016,0,1.2813,0.0,0.0,0
25318.292870642,26.9375,26.75,0,65.5,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25320.292872148,26.875,26.6875,0,66.1,4.0992,0.0016,0,1.2813,0.0,0.0,0
25322.292875005,26.875,26.6875,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25324.292877023,26.8125,26.6875,0,65.5,4.0992,0.0048,0,1.2813,0.0,0.0,0
25326.292881017,26.8125,26.625,0,65.0,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25328.292883497,26.75,26.625,0,65.5,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25330.292884566,26.75,26.625,0,64.5,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25332.292889278,26.75,26.625,0,65.5,4.0992,0.0032,0,1.2813,0.0,0.0,0
25334.29288987,26.75,26.5625,0,65.0,4.096,0.0016,0,1.2813,0.0,0.0,0
25336.292894782,26.75,26.5625,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25338.292898492,26.75,26.5625,0,66.6,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25340.292899437,26.75,26.5625,0,66.6,4.0992,0.0048,0,1.2813,0.0,0.0,0
25342.292903972,26.75,26.5625,0,65.5,4.096,0.0032,0,1.2813,0.0,0.0,0
25344.292904545,26.75,26.5625,0,66.1,4.0992,0.0048,0,1.2813,0.0,0.0,0
25346.292907146,26.6875,26.5625,0,66.6,4.096,0.0048,0,1.2813,0.0,0.0,0
25348.29290818,26.75,26.5625,0,66.6,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25350.292918116,26.75,26.5625,0,66.6,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25352.292926955,26.75,26.5625,0,67.7,4.0992,0.0032,0,1.2813,0.0,0.0,0
25354.29293204,26.6875,26.5625,0,67.1,4.0992,0.0048,0,1.2813,0.0,0.0,0
25356.292936965,26.75,26.5625,0,67.1,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25358.292937355,26.6875,26.5625,0,66.6,4.0992,0.0032,0,1.2813,0.0,0.0,0
25360.292941022,26.75,26.5625,0,67.1,4.0992,0.0048,0,1.2813,0.0,0.0,0
