Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2
25422.721716378,26.75,26.5625,0,67.7,4.097600000000001,0.0048,0,1.2813,-2.5,-10.0,0
25424.721719202,26.75,26.5625,0,67.7,4.096,0.0032,0,1.2813,-2.5,-7.5,0
25426.721720148,26.75,26.5625,0,68.2,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25428.721723643,26.75,26.625,0,67.7,4.1008000000000004,0.0016,0,1.2813,0.0,0.0,0
25430.721726613,26.75,26.625,0,66.6,4.0992,0.0016,0,1.2813,0.0,0.0,0
25432.721730518,26.75,26.625,0,66.6,4.096,0.0048,0,1.2813,0.0,0.0,0
25434.721745357,26.75,26.5625,0,66.6,4.0992,0.0016,0,1.2813,0.0,0.0,0
25436.72174811,26.6875,26.625,0,66.6,4.0992,0.0032,0,1.2813,0.0,0.0,0
25438.721748307,26.6875,26.625,0,66.6,4.0992,0.0032,0,1.2813,0.0,0.0,0
25440.721751522,26.6875,26.5625,0,66.6,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25442.721751921,26.6875,26.625,0,67.1,4.096,0.0048,0,1.2813,0.0,0.0,0
25444.721755233,26.6875,26.5625,0,67.7,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25446.721755522,26.75,26.625,0,67.1,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25448.721759245,26.75,26.625,0,67.7,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25450.721762496,26.75,26.625,0,66.6,4.0992,0.0048,0,1.2813,0.0,0.0,0
25452.721762514,26.75,26.625,0,67.1,4.0992,0.0032,0,1.2813,0.0,0.0,0
25454.721763415,26.75,26.625,0,67.7,4.0992,0.0048,0,1.2813,0.0,0.0,0
25456.721765407,26.6875,26.625,0,67.1,4.1008000000000004,0.0048,0,1.2813,0.0,0.0,0
25458.721766093,26.75,26.625,0,66.1,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25460.721770474,26.75,26.625,0,66.6,4.0992,0.0032,0,1.2813,0.0,0.0,0
25462.72177079,26.75,26.625,0,66.6,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25464.721775165,26.75,26.625,0,66.6,4.0992,0.0032,0,1.2813,0.0,0.0,0
25466.72178787,26.75,26.625,0,66.1,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25468.721788385,26.75,26.6875,0,65.5,4.0992,0.0032,0,1.2813,0.0,0.0,0
25470.721790094,26.75,26.6875,0,66.1,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25472.721791384,26.75,26.625,0,66.6,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
25474.72179215,26.8125,26.625,0,65.5,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25476.721792913,26.75,26.625,0,66.6,4.0992,0.0048,0,1.2813,0.0,0.0,0
25478.721795653,26.75,26.625,0,66.1,4.0992,0.0048,0,1.2813,0.0,0.0,0
25480.721797243,26.75,26.625,0,66.1,4.096,0.0048,0,1.2813,0.0,0.0,0
25482.721800289,26.75,26.625,0,66.6,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
25484.721800936,26.75,26.5625,0,66.1,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
25486.721804965,26.75,26.5625,0,66.6,4.097600000000001,0.0016,0,1.2813,0.0,0.0,0
