Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2
24656.044395101,25.75,25.5625,0,60.7,0.0,0.0032,0,1.2813,-2.5,-2.5,0
24658.044395512,25.75,25.5625,0,61.2,4.096,0.0016,0,1.2813,-5.0,-2.5,0
24660.044399607,25.75,25.5625,0,62.3,4.097600000000001,0.0048,0,1.2813,-5.0,-5.0,0
24662.044401447,25.75,25.5625,0,62.3,4.097600000000001,0.0048,0,1.2813,-2.5,-5.0,0
24664.044403429,25.75,25.5625,0,62.3,4.0992,0.0032,0,1.2813,-7.5,0.0,0
24666.044404459,25.75,25.5625,0,62.8,4.0992,0.0048,0,1.2813,-5.0,-5.0,0
24668.044408703,25.75,25.5625,0,63.4,4.097600000000001,0.0048,0,1.2813,-7.5,-7.5,0
24670.04441262,25.75,25.5625,0,63.9,4.097600000000001,0.0032,0,1.2813,0.0,-10.0,0
24672.044416002,25.8125,25.5625,0,63.4,4.0992,0.0016,0,1.2813,0.0,-7.5,0
24674.04442062,25.8125,25.625,0,63.4,4.097600000000001,0.0016,0,1.2813,0.0,-7.5,0
24676.044421629,25.8125,25.5625,0,64.5,4.097600000000001,0.0032,0,1.2813,0.0,-5.0,0
24678.044424135,25.8125,25.5625,0,64.5,4.0992,0.0032,0,1.2813,0.0,-7.5,0
24680.044426157,25.8125,25.5625,0,64.5,4.097600000000001,0.0016,0,1.2813,-2.5,-5.0,0
24682.044427592,25.8125,25.625,0,65.5,4.097600000000001,0.0032,0,1.2813,-2.5,-5.0,0
24684.044431826,25.8125,25.625,0,64.5,4.096,0.0048,0,1.2813,0.0,-2.5,0
24686.044434118,25.8125,25.625,0,64.5,4.097600000000001,0.0048,0,1.2813,-2.5,-5.0,0
24688.044437074,25.875,25.625,0,65.0,4.0992,0.0048,0,1.2813,-2.5,-7.5,0
24690.044437255,25.8125,25.625,0,65.0,4.0992,0.0016,0,1.2813,-2.5,-2.5,0
24692.044438099,25.875,25.6875,0,65.5,4.0992,0.0032,0,1.2813,0.0,-7.5,0
24694.044438878,25.8125,25.6875,0,66.1,4.0992,0.0048,0,1.2813,2.5,-7.5,0
24696.044439173,25.875,25.6875,0,66.6,4.097600000000001,0.0048,0,1.2813,-5.0,-5.0,0
24698.04444258,25.875,25.6875,0,66.6,4.097600000000001,0.0032,0,1.2813,-2.5,-10.0,0
24700.044444723,25.875,25.6875,0,66.6,4.097600000000001,0.0016,0,1.2813,0.0,-5.0,0
24702.044449249,25.875,25.75,0,66.6,4.0992,0.0048,0,1.2813,-7.5,-7.5,0
24704.044452511,25.9375,25.75,0,66.6,4.096,0.0016,0,1.2813,0.0,0.0,0
24706.044456592,25.875,25.75,0,66.6,4.097600000000001,0.0032,0,1.2813,0.0,0.0,0
24708.044458056,25.9375,25.75,0,66.6,4.0992,0.0032,0,1.2813,-2.5,-5.0,0
24710.044460757,25.9375,25.75,0,67.1,4.0992,0.0048,0,1.2813,0.0,-7.5,0
24712.044464225,25.9375,25.75,0,66.6,4.097600000000001,0.0032,0,1.2813,-2.5,0.0,0
24714.044468201,25.9375,25.75,0,66.6,4.097600000000001,0.0032,0,1.2813,-2.5,-10.0,0
24716.044468517,25.9375,25.75,0,67.1,4.097600000000001,0.0032,0,1.2813,-5.0,-5.0,0
24718.044472935,25.9375,25.75,0,67.1,4.0992,0.0064,0,1.2813,0.0,-10.0,0
24720.044474163,25.9375,25.8125,0,67.1,4.097600000000001,0.0048,0,1.2813,0.0,0.0,0
24722.044476003,25.9375,25.8125,0,66.6,4.097600000000001,0.0048,0,1.2813,-2.5,-2.5,0
24724.044480121,25.9375,25.8125,0,67.7,4.097600000000001,0.0016,0,1.2813,-2.5,-10.0,0
24726.044484851,26.0,25.8125,0,67.1,4.096,0.0032,0,1.2813,-5.0,-5.0,0
24728.044485766,26.0,25.8125,0,67.1,4.096,0.0048,0,1.2813,2.5,-2.5,0
24730.044485991,26.0,25.8125,0,66.6,4.097600000000001,0.0032,0,1.2813,-2.5,-2.5,0
24732.044487922,26.0,25.875,0,66.6,4.0992,0.0032,0,1.2813,0.0,-2.5,0
24734.044489579,26.0,25.875,0,66.6,4.097600000000001,0.0016,0,1.2813,-2.5,-5.0,0
24736.044492318,26.0,25.875,0,66.6,4.097600000000001,0.0048,0,1.2813,-2.5,-7.5,0
24738.04449645,26.0,25.875,0,67.1,4.096,0.0032,0,1.2813,-5.0,-5.0,0
24740.044498955,26.0,25.875,0,67.7,4.0992,0.0048,0,1.2813,-2.5,-7.5,0
24742.044500926,26.0625,25.875,0,67.7,4.097600000000001,0.0016,0,1.2813,-2.5,-7.5,0
24744.044503562,26.0,25.875,0,66.6,4.097600000000001,0.0032,0,1.2813,2.5,-5.0,0
24746.04450629,26.0,25.875,0,67.7,4.097600000000001,0.0032,0,1.2813,-2.5,-10.0,0
24748.044506453,26.0625,25.875,0,66.6,4.097600000000001,0.0048,0,1.2813,0.0,-7.5,0
24750.044509103,26.0625,25.875,0,67.1,4.097600000000001,0.0032,0,1.2813,0.0,-7.5,0
24752.044510543,26.0625,25.875,0,67.1,4.0992,0.0016,0,1.2813,-2.5,-2.5,0
24754.044513586,26.0625,25.875,0,67.1,4.097600000000001,0.0032,0,1.2813,2.5,-7.5,0
24756.044514949,26.0625,25.875,0,65.5,4.097600000000001,0.0016,0,1.2813,-2.5,-7.5,0
24758.044518332,26.125,25.875,0,66.6,4.097600000000001,0.0016,0,1.2813,0.0,-5.0,0
24760.044522327,26.125,25.9375,0,66.1,4.0992,0.0032,0,1.2813,-2.5,-2.5,0
24762.044525112,26.125,25.9375,0,66.6,4.096,0.0048,0,1.2813,0.0,-5.0,0
24764.044529969,26.125,25.9375,0,66.6,4.096,0.0048,0,1.2813,-2.5,-2.5,0
24766.044531324,26.125,26.0,0,66.6,4.097600000000001,0.0016,0,1.2813,-2.5,-2.5,0
24768.044534645,26.1875,26.0,0,66.6,4.097600000000001,0.0048,0,1.2813,-5.0,-5.0,0
24770.044536653,26.125,26.0,0,66.1,4.097600000000001,0.0032,0,1.2813,0.0,-5.0,0
