Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2
25978.951309836,27.0625,27.0625,0,59.1,4.0992,4.304,0,1.2813,-2.5,-7.5,0
25980.951314336,27.0625,27.0625,0,60.1,4.097600000000001,4.033600000000001,0,1.2813,-5.0,-5.0,0
25982.951316284,27.0625,27.0625,0,61.2,4.089600000000001,3.8063999999999996,0,1.2813,18.2457,18.231399999999997,0
25984.951316721,27.0625,27.0625,0,60.1,4.089600000000001,4.3024,0,1.2813,18.5127,18.5242,0
25986.951321531,27.0625,27.0625,0,60.7,4.089600000000001,3.4751999999999996,0,1.2813,18.9257,18.918999999999997,0
25988.951325038,27.0625,27.125,0,60.7,4.089600000000001,3.6304000000000003,0,1.2813,19.1488,19.1374,0
25990.951328544,27.0625,27.125,0,61.2,4.088,2.9104,0,1.2813,19.4311,19.434,0
25992.951333819,27.0625,27.1875,0,61.2,4.089600000000001,4.2992,0,1.2813,19.5417,19.5293,0
25994.951334302,27.0625,27.25,0,61.2,4.088,2.9088000000000003,0,1.2813,19.997600000000002,19.9661,0
25996.951336346,27.0625,27.3125,0,61.2,4.089600000000001,4.2992,0,1.2813,20.1168,20.1216,0
25998.95134115,27.0625,27.3125,0,60.7,4.088,2.816,0,1.2813,20.5669,20.5717,0
26000.951345432,27.0625,27.375,0,61.2,4.089600000000001,4.3024,0,1.2813,20.6947,20.698500000000003,0
26002.951348983,27.0625,27.4375,0,61.8,4.086399999999999,3.6592000000000002,0,1.2813,21.141099999999998,21.145799999999998,0
26004.951349617,27.0625,27.5,0,61.2,4.0912,3.5311999999999997,0,1.2813,21.5054,21.515800000000002,0
26006.951353478,27.0625,27.5,0,61.8,4.089600000000001,3.5792,0,1.2813,21.7829,21.7819,0
26008.951355464,27.0625,27.5625,0,62.3,4.089600000000001,3.5136000000000003,0,1.2813,22.0594,22.0604,0
26010.951355678,27.0625,27.5625,0,62.3,4.0912,3.6544,0,1.2813,22.3541,22.3417,0
26012.951358912,27.0,27.625,0,61.2,4.089600000000001,3.6463999999999994,0,1.2813,22.6984,22.6974,0
26014.951361103,27.0,27.6875,0,61.2,4.086399999999999,3.5296,0,1.2813,22.974999999999998,22.979699999999998,0
26016.951365376,27.0,27.6875,0,62.3,4.088,3.1888,0,1.2813,23.303,23.2992,0
26018.951367408,27.0,27.75,0,62.3,4.086399999999999,4.304,0,1.2813,23.387,23.371699999999997,0
26020.951367721,27.0,27.75,0,62.3,4.088,2.7807999999999997,0,1.2813,23.9849,23.9792,0
26022.951371418,27.0,27.8125,0,62.3,4.088,4.304,0,1.2813,24.1003,24.0765,0
26024.951376573,27.0,27.8125,0,62.3,4.088,2.6896,0,1.2813,24.6286,24.6344,0
26026.951380424,27.0,27.8125,0,62.8,4.086399999999999,4.304,0,1.2813,24.6983,24.7345,0
26028.951380941,27.0,27.8125,0,63.4,4.086399999999999,2.7488,0,1.2813,25.278100000000002,25.3048,0
26030.951382551,27.0,27.8125,0,62.3,4.089600000000001,4.300800000000001,0,1.2813,25.3134,25.3,0
26032.951382649,27.0,27.875,0,63.4,4.088,2.6512,0,1.2813,25.9199,25.9361,0
26034.951389257,27.0,27.875,0,62.3,4.086399999999999,4.304,0,1.2813,25.980900000000002,25.9705,0
