Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2
23996.029759643,26.125,26.5,0,58.0,4.096,0.0032,0,1.2813,-2.5,-5.0,0
23998.029762928,26.125,26.5,0,58.0,4.097600000000001,0.0032,0,1.2813,-5.0,-5.0,0
24000.029763349,26.125,26.5,0,58.5,4.096,0.0048,0,1.2813,-5.0,-5.0,0
24002.029768197,26.125,26.5,0,59.1,4.097600000000001,0.0048,0,1.2813,-5.0,-7.5,0
24004.029771795,26.1875,26.5,0,59.1,4.097600000000001,0.0048,0,1.2813,0.0,-5.0,0
24006.02977404,26.125,26.5625,0,59.6,4.097600000000001,0.0032,0,1.2813,-2.5,-7.5,0
24008.029777691,26.1875,26.5625,0,59.1,4.097600000000001,0.0016,0,1.2813,0.0,-10.0,0
24010.029780665,26.1875,26.5625,0,59.6,4.096,0.0048,0,1.2813,-2.5,-7.5,0
24012.02978265,26.125,26.5625,0,60.1,4.097600000000001,0.0032,0,1.2813,-5.0,-7.5,0
24014.029783698,26.125,26.5,0,60.1,4.097600000000001,0.0048,0,1.2813,0.0,-5.0,0
24016.029787663,26.1875,26.5625,0,60.7,4.0992,0.0032,0,1.2813,0.0,-5.0,0
24018.029789701,26.125,26.5625,0,60.1,4.097600000000001,0.0032,0,1.2813,-2.5,-5.0,0
24020.029792885,26.125,26.5625,0,60.1,4.0992,0.0016,0,1.2813,0.0,-10.0,0
24022.02979784,26.125,26.5625,0,60.1,4.0992,0.0032,0,1.2813,-5.0,-7.5,0
24024.029799775,26.1875,26.5625,0,60.7,4.097600000000001,0.0032,0,1.2813,-2.5,-7.5,0
24026.029802648,26.125,26.5625,0,60.1,4.0992,0.0048,0,1.2813,-5.0,-7.5,0
24028.029804114,26.125,26.5625,0,60.1,4.097600000000001,0.0016,0,1.2813,0.0,-5.0,0
24030.029805269,26.125,26.5625,0,61.2,4.097600000000001,0.0048,0,1.2813,-2.5,-7.5,0
24032.029808559,26.125,26.5625,0,61.2,4.097600000000001,0.0048,0,1.2813,-2.5,-10.0,0
24034.029809505,26.125,26.5625,0,61.2,4.097600000000001,0.0064,0,1.2813,-5.0,-7.5,0
24036.029813577,26.125,26.5625,0,60.1,4.0992,0.0032,0,1.2813,0.0,-10.0,0
24038.029813691,26.125,26.5625,0,60.1,4.097600000000001,0.0032,0,1.2813,-5.0,-7.5,0
24040.029815315,26.125,26.5625,0,60.7,4.0992,0.0048,0,1.2813,-2.5,-7.5,0
24042.029817878,26.125,26.5625,0,60.7,4.097600000000001,0.0032,0,1.2813,-5.0,-5.0,0
24044.029820753,26.125,26.5625,0,61.2,4.0992,0.0016,0,1.2813,-5.0,-5.0,0
24046.029821909,26.125,26.5625,0,61.2,4.097600000000001,0.0016,0,1.2813,-2.5,-2.5,0
24048.029825514,26.125,26.5625,0,61.2,4.097600000000001,0.0032,0,1.2813,-5.0,-10.0,0
24050.029826984,26.125,26.5625,0,61.8,4.0992,0.0032,0,1.2813,-5.0,-5.0,0
24052.029827933,26.125,26.5,0,61.2,4.097600000000001,0.0048,0,1.2813,-5.0,-10.0,0
24054.029830966,26.125,26.5,0,61.2,4.097600000000001,0.0016,0,1.2813,0.0,-10.0,0
24056.029834311,26.125,26.5,0,61.2,4.097600000000001,0.0032,0,1.2813,0.0,-7.5,0
24058.029837084,26.125,26.5,0,60.7,4.096,0.0032,0,1.2813,-5.0,-5.0,0
24060.029839909,26.0625,26.5,0,62.3,4.0992,0.0016,0,1.2813,-2.5,-5.0,0
24062.029843152,26.125,26.5,0,62.3,4.097600000000001,0.0032,0,1.2813,0.0,-5.0,0
24064.029843425,26.0625,26.4375,0,61.8,0.7472000000000001,0.0,0,1.2813,-5.0,-7.5,0
24066.029846043,26.0625,26.4375,0,61.8,0.014399999999999998,0.0032,0,1.2813,0.0,-7.5,0
24068.029846942,26.0625,26.5,0,61.2,0.0064,0.0032,0,1.2813,-2.5,-7.5,0
24070.029851748,26.0625,26.5,0,61.2,0.0048,0.0016,0,1.2813,-2.5,-7.5,0
24072.029853377,26.125,26.4375,0,61.8,0.0032,0.0032,0,1.2813,-2.5,-5.0,0
24074.029858443,26.0625,26.4375,0,62.3,0.0016,0.0032,0,1.2813,-5.0,-5.0,0
24076.029860594,26.0625,26.4375,0,61.8,0.0032,0.0032,0,1.2813,-2.5,-7.5,0
24078.029865244,26.125,26.4375,0,61.8,0.0016,0.0032,0,1.2813,0.0,-5.0,0
24080.029865833,26.125,26.5,0,61.8,0.0,0.0016,0,1.2813,0.0,-5.0,0
24082.029868765,26.125,26.5,0,62.3,0.0016,0.0048,0,1.2813,-2.5,-7.5,0
24084.029871854,26.125,26.4375,0,61.8,0.0,0.0048,0,1.2813,-7.5,-2.5,0
24086.029871974,26.125,26.4375,0,61.8,0.0,0.0032,0,1.2813,0.0,-5.0,0
24088.029875793,26.125,26.375,0,62.3,0.0016,0.0016,0,1.2813,0.0,-10.0,0
24090.029876799,26.125,26.4375,0,62.3,0.0,0.0048,0,1.2813,-2.5,-5.0,0
24092.029879733,26.125,26.375,0,61.8,0.0016,0.0048,0,1.2813,-2.5,-5.0,0
24094.029880531,26.125,26.375,0,62.3,0.0016,0.0048,0,1.2813,-5.0,-5.0,0
24096.029881278,26.0625,26.375,0,61.2,0.0032,0.0048,0,1.2813,-2.5,-2.5,0
24098.029884941,26.0625,26.375,0,61.8,0.0016,0.0032,0,1.2813,-5.0,-2.5,0
24100.029887615,26.0625,26.375,0,61.8,0.0,0.0032,0,1.2813,-2.5,-10.0,0
24102.029888884,26.0625,26.375,0,62.3,0.0,0.0016,0,1.2813,0.0,-7.5,0
24104.029891038,26.0625,26.375,0,61.8,0.0016,0.0048,0,1.2813,-5.0,-5.0,0
24106.029892046,26.0625,26.375,0,62.3,0.0,0.0016,0,1.2813,0.0,-10.0,0
24108.029892273,26.0625,26.3125,0,61.8,0.0016,0.0032,0,1.2813,0.0,-7.5,0
24110.029894167,26.0625,26.3125,0,62.3,0.0,0.0032,0,1.2813,-5.0,-7.5,0
24112.029894916,26.0625,26.3125,0,62.3,0.0,0.0048,0,1.2813,0.0,-7.5,0
24114.029899936,26.0625,26.3125,0,62.3,0.0,0.0016,0,1.2813,-2.5,-7.5,0
24116.029903706,26.0625,26.3125,0,62.8,0.0,0.0032,0,1.2813,-5.0,-10.0,0
24118.029907528,26.0625,26.3125,0,62.3,0.0,0.0032,0,1.2813,-5.0,-5.0,0
24120.029911767,26.0625,26.25,0,62.3,0.0,0.0032,0,1.2813,-2.5,-2.5,0
24122.02991559,26.0625,26.25,0,62.3,0.0016,0.0048,0,1.2813,-2.5,-5.0,0
24124.029920403,26.0625,26.25,0,62.3,0.0016,0.0032,0,1.2813,0.0,-5.0,0
24126.029920528,26.0625,26.3125,0,62.3,0.0016,0.0048,0,1.2813,-5.0,-5.0,0
24128.02992331,26.0625,26.25,0,61.8,0.0016,0.0032,0,1.2813,-2.5,-5.0,0
24130.029923644,26.0625,26.3125,0,62.3,0.0032,0.0016,0,1.2813,-2.5,-7.5,0
