Time (s),Temp0,Temp1,Temp2,Temp_CPU,Volt0,Volt1,Volt2,Volt_CPU,Curr0,Curr1,Curr2
25651.591859632,26.75,26.75,0,60.1,4.097600000000001,0.0032,0,1.2813,-5.0,-7.5,0
25653.591864389,26.8125,26.75,0,61.2,4.097600000000001,0.0016,0,1.2813,-5.0,-7.5,0
25655.591867739,26.8125,26.75,0,62.8,4.089600000000001,0.0048,0,1.2813,0.0182991,0.0183067,0
25657.591869159,26.8125,26.75,0,62.3,4.089600000000001,2.4928000000000003,0,1.2813,0.0185509,0.0185633,0
25659.591869274,26.8125,26.75,0,62.8,4.0912,3.4928000000000003,0,1.2813,0.0188141,0.0187998,0
25661.591869492,26.8125,26.75,0,62.3,4.089600000000001,4.1984,0,1.2813,0.019022,0.0190105,0
25663.591874552,26.75,26.75,0,62.8,4.088,3.0448000000000004,0,1.2813,0.0194273,0.0194216,0
25665.591876276,26.75,26.75,0,62.8,4.089600000000001,4.2863999999999995,0,1.2813,0.0195274,0.0195398,0
25667.591879873,26.75,26.75,0,63.9,4.088,2.664,0,1.2813,0.0199671,0.0199795,0
25669.591880864,26.75,26.8125,0,63.4,4.089600000000001,4.292800000000001,0,1.2813,0.0201139,0.0200815,0
25671.591885134,26.75,26.8125,0,64.5,4.089600000000001,3.408,0,1.2813,0.0205498,0.0205364,0
25673.59189034,26.75,26.875,0,63.9,4.089600000000001,3.008,0,1.2813,0.0208359,0.0208511,0
25675.591890908,26.75,26.9375,0,63.4,4.088,4.2943999999999996,0,1.2813,0.0210218,0.0210238,0
25677.591892151,26.75,26.9375,0,63.4,4.089600000000001,2.8672000000000004,0,1.2813,0.0214691,0.0214748,0
25679.591893704,26.75,27.0,0,63.4,4.089600000000001,4.2976,0,1.2813,0.0216208,0.0216284,0
25681.591895256,26.75,27.0,0,63.4,4.088,2.9504,0,1.2813,0.0220938,0.0221148,0
25683.591898889,26.75,27.0625,0,63.9,4.088,4.2976,0,1.2813,0.0222378,0.0222292,0
25685.591901165,26.75,27.125,0,63.9,4.088,2.6416000000000004,0,1.2813,0.0227814,0.0227842,0
25687.591904586,26.75,27.125,0,63.9,4.089600000000001,4.2976,0,1.2813,0.0228004,0.0228004,0
25689.591907223,26.75,27.1875,0,63.4,4.088,2.672,0,1.2813,0.023387,0.0233812,0
25691.591910223,26.75,27.1875,0,64.5,4.086399999999999,4.2992,0,1.2813,0.0234261,0.023428,0
25693.591913846,26.75,27.1875,0,63.9,4.088,2.6672000000000002,0,1.2813,0.0240011,0.0240164,0
25695.591916999,26.75,27.25,0,64.5,4.088,4.2992,0,1.2813,0.0240746,0.0240669,0
25697.591919628,26.75,27.25,0,63.9,4.088,2.6736000000000004,0,1.2813,0.0246544,0.0246687,0
25699.591920277,26.6875,27.25,0,63.4,4.086399999999999,4.3024,0,1.2813,0.0247183,0.0247183,0
25701.591922173,26.75,27.3125,0,63.4,4.0912,2.6736000000000004,0,1.2813,0.0252962,0.0252752,0
25703.591927036,26.75,27.3125,0,63.9,4.088,4.2992,0,1.2813,0.0253887,0.0253782,0
25705.591929658,26.75,27.375,0,63.9,4.086399999999999,2.6656,0,1.2813,0.0259256,0.0259466,0
25707.591929882,26.8125,27.375,0,63.4,4.088,4.300800000000001,0,1.2813,0.0259943,0.0259924,0
25709.591933229,26.75,27.4375,0,63.4,4.088,2.6752,0,1.2813,0.0264959,0.0265036,0
25711.591936626,26.8125,27.4375,0,64.5,4.086399999999999,4.2992,0,1.2813,0.0267515,0.0267477,0
25713.591969345,26.8125,27.5,0,64.5,4.088,2.6736000000000004,0,1.2813,0.0273829,0.0273695,0
25715.591972842,26.8125,27.5625,0,64.5,4.086399999999999,4.300800000000001,0,1.2813,0.0277538,0.0277653,0
25717.591977328,26.8125,27.5625,0,64.5,4.088,2.6768,0,1.2813,0.028656,0.0286961,0
25719.591980405,26.8125,27.5625,0,66.6,4.086399999999999,4.300800000000001,0,1.2813,0.0289087,0.0288916,0
25721.591981762,26.8125,27.625,0,66.6,4.086399999999999,2.6736000000000004,0,1.2813,0.0291147,0.0291109,0
25723.591985669,26.8125,27.625,0,65.5,4.0848,4.300800000000001,0,1.2813,0.028904,0.0289106,0
25725.591988792,26.8125,27.625,0,67.1,4.086399999999999,2.672,0,1.2813,0.02917,0.0291729,0
25727.591988893,26.8125,27.6875,0,67.1,4.086399999999999,4.300800000000001,0,1.2813,0.0291719,0.0291519,0
25729.59198993,26.8125,27.6875,0,65.5,4.0848,2.6736000000000004,0,1.2813,0.0298624,0.0298681,0
25731.591995184,26.875,27.6875,0,65.5,4.0848,4.304,0,1.2813,0.0298195,0.0298138,0
25733.591997675,26.875,27.75,0,65.0,4.0848,2.6768,0,1.2813,0.0305033,0.0305214,0
25735.592013759,26.875,27.75,0,64.5,4.086399999999999,4.3024,0,1.2813,0.0305052,0.0305023,0
25737.592016143,26.875,27.8125,0,63.9,4.0848,2.6656,0,1.2813,0.0311899,0.0311995,0
25739.592025452,26.875,27.8125,0,63.9,4.088,4.300800000000001,0,1.2813,0.0312042,0.0311928,0
25741.59202653,26.875,27.875,0,63.4,4.0848,2.6752,0,1.2813,0.0318861,0.0319061,0
25743.592028283,26.9375,27.875,0,63.4,4.0848,4.3024,0,1.2813,0.0319014,0.0319052,0
25745.592030295,26.9375,27.9375,0,63.4,4.0832,4.312,0,1.2813,0.0322809,0.0322943,0
25747.592033815,26.9375,27.875,0,63.4,4.0848,2.672,0,1.2813,0.0329885,0.0329781,0
25749.592033845,26.9375,27.9375,0,63.4,4.0848,4.3024,0,1.2813,0.0329638,0.032958,0
25751.592038247,26.9375,27.9375,0,63.4,4.081600000000001,2.6768,0,1.2813,0.0337257,0.0337372,0
